Cusp_ID,Id,Cycloid_Nu,Confidence,CompassA,DirMean,CirVar,AveX,AveY,AveLen,Lat_dd,Long_dd
128,1,42,1,32.82854179,57.17145821,0,2056646.27,-1613243.705,9760.957342,-59.172,-104.564
128,1,42,1,256.4295656,193.5704344,0,2047782.71,-1620387.469,7893.295387,-59.434,-104.89
129,1,43,1,122.9052429,327.0947571,0,1033930.422,-931311.8724,16072.24468,-34.16,-142.077
129,1,43,1,7.943471811,82.05652819,0,1026389.782,-913650.8996,17230.99231,-33.512,-142.353
130,1,44,1,32.90524292,57.09475708,0,967574.9945,-1788916.365,26787.07446,-65.616,-144.51
130,1,44,1,145.7842979,304.2157021,0,1004947.465,-1471085.001,19997.53468,-53.958,-143.14
131,2,44,1,76.86597769,13.13402231,0,1015861.549,-1456532.888,20376.82272,-53.424,-142.739
131,2,44,1,132.5104471,317.4895529,0,1001309.437,-1561043.514,10767.78308,-57.257,-143.273
132,3,44,1,29.98163937,60.01836063,0,1002301.626,-1540207.535,19854.81095,-56.493,-143.237
132,3,44,1,138.0127875,311.9872125,0,980142.7279,-1710202.666,17798.05908,-62.728,-144.049
133,4,44,1,31.26373169,58.73626831,0,982457.8367,-1686390.119,21667.22144,-61.855,-143.965
133,4,44,1,154.8851651,295.1148349,0,966582.805,-1820004.969,23376.7741,-66.756,-144.547
134,1,45,1,9.637538113,80.36246189,0,884998.371,-1222243.878,21335.53476,-44.831,-147.539
134,1,45,1,257.6609127,192.3390873,0,867337.3981,-1239111.099,26000.66573,-45.449,-148.187
135,1,46,1,49.08561678,40.91438322,0,740919.2286,-1397861.417,21007.35886,-51.272,-152.824
135,1,46,1,268.72697,181.27303,0,715783.7617,-1408180.187,23818.42654,-51.651,-153.746
136,2,46,1,21.50143432,68.49856568,0,903373.7202,-1311077.91,37537.35469,-48.089,-146.865
136,2,46,1,266.0995063,183.9004937,0,879032.0049,-1332509.203,23337.43658,-48.875,-147.758
137,1,47,2,91.90915243,358.0908476,0,519197.9519,-1799182.219,31767.69753,-65.992,-160.956
137,1,47,2,250.3461759,199.6538241,0,481627.0434,-1806061.4,31466.57512,-66.244,-162.334
138,2,47,2,88.05851361,1.941486391,0,879825.7565,-1728802.912,31238.82851,-63.411,-147.729
138,2,47,2,239.0362435,210.9637565,0,842784.0157,-1739121.682,27769.96394,-63.789,-149.088
139,1,48,1,229.3987054,220.6012946,0,547971.4469,921533.6388,14636.0561,33.801,-159.901
139,1,48,1,347.4711923,102.5288077,0,551543.3291,938599.2979,14636.0561,34.427,-159.77
140,2,48,1,225,225,0,489630.7052,727461.3757,15715.47964,26.683,-162.041
140,2,48,1,341.9958384,108.0041616,0,494591.6527,746114.538,16692.39018,27.367,-161.859
141,1,49,1,154.8851651,295.1148349,0,246015.1138,1558386.996,18701.41928,57.16,-170.976
141,1,49,1,62.52556837,27.47443163,0,250777.6234,1575584.947,14910.89112,57.791,-170.802
142,2,49,1,157.3801351,292.6198649,0,177223.3096,1449378.445,20637.54128,53.162,-173.5
142,2,49,1,64.02560604,25.97439396,0,184631.6577,1470280.57,22956.36691,53.928,-173.228
143,1,50,1,59.74356284,30.25643716,0,94891.3618,-1756535.71,16540.72421,-64.428,-176.519
143,1,50,1,290.5560452,159.4439548,0,76635.07528,-1762091.971,10172.7248,-64.632,-177.189
144,2,50,1,61.52579639,28.47420361,0,288368.3113,-1710696.556,26638.02418,-62.747,-169.423
144,2,50,1,271.2188752,178.7811248,0,259793.2541,-1716848.131,18657.38391,-62.972,-170.471
145,3,50,2,57.06130946,32.93869054,0,614203.3379,-1601555.713,33575.31685,-58.743,-157.472
145,3,50,2,263.7965521,186.2034479,0,582651.7123,-1614851.052,18363.81652,-59.231,-158.629
146,4,50,2,54.32359178,35.67640822,0,723344.1812,-1551946.239,19054.17177,-56.924,-153.469
146,4,50,2,257.1957339,192.8042661,0,701317.5746,-1561074.382,17907.85206,-57.259,-154.276
146,4,51,2,283.6713071,166.3286929,0,-382317.3843,-1672312.493,8060.042657,-61.339,165.977
147,3,51,1,290.806791,159.193209,0,-392159.904,-1674429.164,11321.7163,-61.416,165.616
147,3,51,1,76.14858099,13.85141901,0,-375755.7045,-1675381.666,15914.49389,-61.451,166.218
148,2,51,1,294.362453,155.637547,0,-684789.6559,-1686811.689,12314.95065,-61.87,154.883
148,2,51,1,78.84534026,11.15465974,0,-668914.6241,-1688928.36,15317.73762,-61.948,155.465
149,1,51,2,301.6075022,148.3924978,0,-689022.9977,-1690410.03,9692.873713,-62.002,154.727
149,1,52,1,64.093492,25.906508,0,-785728.3994,-1697368.585,10294.99855,-62.258,151.18
149,1,52,1,283.7362683,166.2637317,0,-799486.7603,-1698956.088,12256.83137,-62.316,150.676
150,1,53,1,53.67317405,36.32682595,0,-406115.6003,-530135.9295,5582.970284,-19.445,165.104
150,1,53,1,295.974394,154.025606,0,-412267.1751,-530797.3891,5739.091727,-19.469,164.878
151,2,53,1,42.13759477,47.86240523,0,-372844.1796,-515848.4009,3746.455174,-18.921,166.324
151,2,53,1,258.6900675,191.3099325,0,-377077.5214,-518494.2395,3372.795695,-19.018,166.169
152,1,54,1,77.12499844,12.87500156,0,-462405.817,-504537.4408,4749.630395,-18.506,163.039
152,1,54,1,336.037511,113.962489,0,-467102.1806,-501891.6021,5211.697677,-18.409,162.867
153,1,55,1,46.16913933,43.83086067,0,-350427.3118,-453966.6452,2292.318,-16.651,167.147
153,1,55,1,298.2173559,151.7826441,0,-353337.7343,-454098.9371,3077.742709,-16.656,167.04
154,1,56,1,198.8689995,251.1310005,0,-361592.7508,-378957.1202,6626.756244,-13.9,166.737
154,1,56,1,320.4923246,129.5076754,0,-362704.003,-372130.8565,5864.100066,-13.649,166.696
155,1,57,1,96.88172363,353.1182764,0,-610814.2128,-190190.5903,11592.91789,-6.976,157.596
155,1,57,1,215.3112134,234.6887866,0,-620835.3266,-193266.3777,5836.233637,-7.089,157.228
156,2,57,1,93.36646066,356.6335393,0,-536796.8773,-167866.3269,20275.65369,-6.157,160.311
156,2,57,1,221.308614,228.691386,0,-552175.8143,-172529.6175,8717.727107,-6.328,159.747
157,3,57,1,94.45560283,355.5443972,0,-454941.2448,-147030.3477,15326.03594,-5.393,163.313
157,3,57,1,204.3410899,245.6589101,0,-468435.0218,-152785.0467,9147.535061,-5.604,162.818
158,1,58,1,97.00126756,352.9987324,0,180584.232,44867.36682,15194.57922,1.646,-173.376
158,1,58,1,225,225,0,168545.6662,42089.23626,5238.493214,1.544,-173.818
159,2,58,2,97.94347181,352.0565282,0,345155.3944,84951.82199,11487.3282,3.116,-167.34
159,2,58,2,239.0362435,210.9637565,0,333249.1206,83232.02688,7713.878872,3.053,-167.777
160,3,58,2,93.94518623,356.0548138,0,494380.6929,108764.3696,7691.15753,3.989,-161.867
160,3,58,2,241.1892063,208.8107937,0,485252.5496,106779.9906,6039.238957,3.917,-162.201
161,1,59,1,121.6075022,328.3924978,0,-1298852.31,-14394.1267,7269.655284,-0.528,132.359
161,1,59,1,240.9453959,209.0546041,0,-1307186.702,-13759.12543,6537.738215,-0.505,132.054
162,2,59,1,117.9794744,332.0205256,0,-1153833.895,1719.030523,5752.372026,0.063,137.679
162,2,59,1,231.7661748,218.2338252,0,-1160580.784,1004.654094,6669.402952,0.037,137.431
163,3,59,1,121.2637317,328.7362683,0,-1046042.43,-820.9745568,5200.133145,-0.03,141.632
163,3,59,1,247.2855876,202.7144124,0,-1053583.07,-1059.100033,7400.217184,-0.039,141.356
164,4,59,1,112.6198649,337.3801351,0,-971747.281,-8440.989797,6191.262383,-0.31,144.357
164,4,59,1,234.6887866,215.3112134,0,-978891.0453,-8917.240749,4668.986909,-0.327,144.095
165,5,59,2,124.9024956,325.0975044,0,-894356.5012,-9790.367496,8323.42312,-0.359,147.196
165,5,59,2,239.0362435,210.9637565,0,-902452.7674,-9234.741384,6479.658252,-0.339,146.899
166,6,59,1,153.9704078,296.0295922,0,-815140.0928,-22728.51837,7596.828876,-0.834,150.102
166,6,59,1,270,180,0,-823077.6087,-18839.13559,9366.268733,-0.691,149.81
167,7,59,1,143.426969,306.573031,0,-721001.1545,-48128.56917,6127.844509,-1.765,153.554
167,7,59,1,266.7602997,183.2397003,0,-728938.6704,-45747.31441,8427.234849,-1.678,153.263
168,8,59,1,118.2173559,331.7826441,0,-554472.0715,-79005.50593,7386.582502,-2.898,159.663
168,8,59,1,242.7838884,207.2161116,0,-562409.5874,-79005.50593,6247.989794,-2.898,159.371
169,9,59,1,95.71059314,354.2894069,0,-377544.8426,-50192.3233,7977.104728,-1.841,166.152
169,9,59,1,231.5198018,218.4801982,0,-387149.2368,-52891.0787,7908.889197,-1.94,165.8
170,10,59,1,109.3589942,340.6410058,0,-205697.6239,-14156.00123,6225.765669,-0.519,172.455
170,10,59,1,218.9275436,231.0724564,0,-212523.8876,-16934.13178,5305.681663,-0.621,172.205
171,11,59,1,121.8659777,328.1340223,0,-20118.50277,23150.32339,6916.122971,0.849,179.262
171,11,59,1,229.2678933,220.7321067,0,-29405.39635,21880.32085,7541.893269,0.803,178.921
172,1,60,1,99.46232221,350.5376778,0,-874069.5336,-512747.7536,5150.082576,-18.807,147.94
172,1,60,1,216.4692344,233.5307656,0,-880948.714,-515605.2593,6053.826791,-18.912,147.688
173,2,60,1,105.4221613,344.5778387,0,-822740.2643,-491792.7117,6367.627194,-18.038,149.823
173,2,60,1,233.1301024,216.8698976,0,-830889.4472,-494226.8832,7408.34815,-18.128,149.524
174,3,60,3,79.9920202,10.0079798,0,-775538.5032,-463535.1552,3653.940501,-17.002,151.554
174,3,60,3,213.6900675,236.3099325,0,-780936.014,-467874.3305,4579.059278,-17.161,151.356
175,4,60,3,78.99645915,11.00354085,0,-755535.9632,-446178.4538,7762.730006,-16.365,152.288
175,4,60,3,208.8107937,241.1892063,0,-763050.1449,-450729.2962,4831.391165,-16.532,152.012
176,1,61,1,184.3987054,265.6012946,0,-1090516.772,-425410.3845,8279.403613,-15.604,140.001
176,1,61,1,312.4362298,137.5637702,0,-1093929.904,-416837.8674,7528.515177,-15.289,139.876
177,1,62,1,25.20112365,64.79887635,0,-1100458.511,-156398.0496,4473.971511,-5.737,139.636
177,1,62,1,270.8425243,179.1574757,0,-1104903.52,-159096.805,5398.094404,-5.835,139.473
178,1,63,1,46.33221985,43.66778015,0,-1326349.85,-260080.0868,8047.004025,-9.539,131.351
178,1,63,1,281.8214883,168.1785117,0,-1333824.344,-262659.7795,5811.818071,-9.634,131.077
179,1,64,1,250.5599652,199.4400348,0,-1211176.494,145844.475,15263.53093,5.349,135.575
179,1,64,1,8.130102354,81.86989765,0,-1201545.642,155475.3276,10476.98643,5.703,135.929
180,2,64,1,214.508523,235.491477,0,-1266633.272,-2745.822156,8219.662958,-0.101,133.541
180,2,64,1,345.6186054,104.3813946,0,-1265363.269,8790.034249,8522.065083,0.322,133.588
181,3,64,1,202.543061,247.456939,0,-1275523.29,-44126.73825,12146.44546,-1.619,133.215
181,3,64,1,336.8014095,113.1985905,0,-1275417.456,-33331.71666,11284.05972,-1.223,133.219
182,4,64,1,178.3153157,271.6846843,0,-1271289.948,-136942.7572,14399.58628,-5.023,133.37
182,4,64,1,328.0918931,121.9081069,0,-1275629.123,-121808.5603,13215.21571,-4.468,133.211
183,1,65,1,145.3758449,304.6241551,0,-1375483.073,459779.8425,20256.22326,16.864,129.549
183,1,65,1,271.6846843,178.3153157,0,-1388460.911,469569.4454,8999.741423,17.223,129.073
184,2,65,1,120.4257838,329.5742162,0,-1195976.151,372467.1679,19330.92505,13.662,136.133
184,2,65,1,251.5650512,198.4349488,0,-1209469.928,375642.1742,10876.93929,13.778,135.638
185,3,65,1,117.5120026,332.4879974,0,-1064345.68,334102.5078,14319.34122,12.255,140.961
185,3,65,1,245.2248594,204.7751406,0,-1076781.121,335557.719,7576.528799,12.308,140.505
186,4,65,1,114.0874523,335.9125477,0,-897790.1383,309628.5005,24634.73266,11.357,147.07
186,4,65,1,223.7811248,226.2188752,0,-914988.0894,310157.6682,8795.175122,11.376,146.439
187,5,65,1,119.2488263,330.7511737,0,-756237.7719,292695.1333,22743.44168,10.736,152.262
187,5,65,1,237.0947571,212.9052429,0,-774361.7665,295076.3881,10714.82978,10.823,151.597
188,6,65,1,115.4633451,334.5366549,0,-573145.739,256182.5603,18462.19099,9.397,158.978
188,6,65,1,236.7682889,213.2317111,0,-588491.6031,257373.1877,9173.088553,9.44,158.415
189,1,66,1,90,0,0,-461910.2735,603896.4675,17065.65913,22.15,163.058
189,1,66,1,319.9697407,130.0302593,0,-474610.2989,608857.4149,12957.85792,22.332,162.592
190,1,67,1,88.09084757,1.909152433,0,-931612.7754,838648.4995,11912.88657,30.761,145.829
190,1,67,1,322.6960517,127.3039483,0,-940740.9187,842617.2575,10477.82161,30.906,145.495
191,2,67,1,75.06858282,14.93141718,0,-840529.7807,802731.2402,18483.50746,29.443,149.17
191,2,67,1,318.5763344,131.4236656,0,-856801.6883,804120.3055,8997.796584,29.494,148.573
192,3,67,1,90,0,0,-695074.8023,729706.0941,15875.03175,26.765,154.505
192,3,67,1,332.6501242,117.3498758,0,-709957.6446,737842.0479,12957.85792,27.063,153.96
193,1,68,1,151.0323394,298.9676606,0,-1297724.081,536511.3675,10161.26048,19.679,132.401
193,1,68,1,45,45,0,-1295263.451,545877.6362,9429.287786,20.022,132.491
194,2,68,2,46.93058744,43.06941256,0,-1292882.196,543258.256,9996.22904,19.926,132.578
195,1,69,1,108.4349488,341.5650512,0,-1337076.961,693600.0983,8032.201321,25.441,130.957
195,1,69,1,251.5650512,198.4349488,0,-1345490.728,694076.3493,6024.150991,25.458,130.649
196,2,69,1,115.974394,334.025606,0,-1251748.666,688123.2124,6886.910072,25.24,134.087
196,2,69,1,244.5922819,205.4077181,0,-1258019.303,688123.2124,7029.96883,25.24,133.857
197,3,69,1,112.7144124,337.2855876,0,-1141417.195,711062.6332,7400.217184,26.081,138.134
197,3,69,1,226.0416267,223.9583733,0,-1148481.584,709554.5052,6174.958832,26.026,137.875
198,4,69,1,88.89829388,1.101706115,0,-1073868.935,712094.5103,8256.542814,26.119,140.612
198,4,69,1,249.4439548,200.5560452,0,-1083235.204,710507.0071,6781.816536,26.061,140.268
199,5,69,1,101.7682889,348.2317111,0,-1037038.861,719635.1504,7783.623744,26.395,141.963
199,5,69,1,232.6960517,217.3039483,0,-1044103.25,718047.6472,4191.128646,26.337,141.703
200,1,70,1,64.39781245,25.60218755,0,-808716.2171,871281.3912,11266.17846,31.958,150.337
200,1,70,1,305.217593,144.782407,0,-820357.9071,872022.226,8809.013651,31.985,149.91
201,1,71,1,59.5742162,30.4257838,0,-1045944.754,797037.8364,11598.55503,29.234,141.636
201,1,71,1,215.5376778,234.4623222,0,-1054755.397,789020.9454,8193.731204,28.94,141.313
202,2,71,1,79.69515353,10.30484647,0,-941804.5458,858394.8342,5324.647521,31.485,145.456
202,2,71,1,232.5946434,217.4053566,0,-949186.4356,854743.5768,6794.810312,31.351,145.185
203,3,71,1,82.73675526,7.263244741,0,-803453.6441,949279.3909,16323.51635,34.819,150.53
203,3,71,1,207.2351467,242.7648533,0,-817026.7962,941738.7508,12141.02667,34.542,150.032
204,4,71,1,99.6197278,350.3802722,0,-690185.2926,997460.1123,9499.85033,36.586,154.685
204,4,71,1,216.2538377,233.7461623,0,-698916.56,993729.4798,8858.7798,36.449,154.364
205,1,72,1,64.02560604,25.97439396,0,-1092661.445,761857.0022,9182.546763,27.944,139.922
205,1,72,1,219.0938589,230.9061411,0,-1101604.379,754554.4876,10909.07212,27.676,139.594
206,1,73,2,52.04576912,37.95423088,0,-1336553.637,750466.0054,8388.810676,27.526,130.977
207,2,73,1,52.69605172,37.30394828,0,-1339464.059,751193.6111,6985.214409,27.553,130.87
207,2,73,1,289.3978124,160.6021876,0,-1348526.056,750862.8812,9957.988986,27.541,130.538
208,3,73,1,60.70863783,29.29136217,0,-1341382.292,752979.5521,6219.127971,27.618,130.8
208,3,73,1,296.5650512,153.4349488,0,-1348327.618,753244.136,5620.461272,27.628,130.545
209,4,73,1,40.15599962,49.84400038,0,-1110665.164,840226.0808,16616.73023,30.819,139.262
209,4,73,1,268.3397176,181.6602824,0,-1127400.093,832420.8569,18263.954,30.532,138.648
210,1,74,2,37.74680539,52.25319461,0,-1397870.947,749593.7606,6223.741359,27.494,128.728
210,1,74,2,292.1094483,157.8905517,0,-1405173.461,746418.7543,5483.209309,27.378,128.46
211,2,74,2,38.65980825,51.34019175,0,-1399934.701,751975.0154,5082.490028,27.582,128.652
211,2,74,2,285.1240073,164.8759927,0,-1407157.84,750784.388,6084.508476,27.538,128.387
212,3,74,1,61.03233935,28.96766065,0,-1235469.372,811665.1348,10161.26048,29.771,134.684
212,3,74,1,274.8990925,175.1009075,0,-1247851.897,808093.2526,11153.26903,29.64,134.23
213,4,74,2,43.75463573,46.24536427,0,-970911.9677,885325.2821,10329.7552,32.473,144.388
213,4,74,2,275.5275402,174.4724598,0,-984961.3708,880959.6484,9888.501081,32.313,143.873
214,5,74,2,46.66833745,43.33166255,0,-973451.9728,889849.6662,11567.00612,32.639,144.295
214,5,74,2,272.8912696,177.1087304,0,-990914.5077,883737.7789,15736.3129,32.415,143.654
215,1,75,2,92.72631099,357.273689,0,-613363.2578,904954.0974,16687.67148,33.193,157.502
215,1,75,2,305.5376778,144.4623222,0,-630693.5008,911171.8182,13656.21867,33.421,156.867
216,2,75,1,90,0,0,-494697.3955,864605.0584,15345.86403,31.713,161.855
216,2,75,1,304.8753283,145.1246717,0,-510440.1353,868441.5244,10642.71937,31.854,161.278
217,3,75,2,87.83892051,2.161079488,0,-342693.9665,830738.324,14032.92546,30.471,167.43
217,3,75,2,296.5650512,153.4349488,0,-358701.2902,833251.8707,13607.43255,30.563,166.843
218,4,75,2,85.60129464,4.398705355,0,-172566.5429,764195.4826,10349.25452,28.03,173.67
218,4,75,2,301.4295656,148.5704344,0,-193071.7923,768957.9921,16744.20808,28.205,172.918
219,1,76,1,42.18444332,47.81555668,0,-251412.5339,598927.5826,11426.22496,21.968,170.778
219,1,76,1,173.8298249,276.1701751,0,-254719.8322,585036.9298,9846.644053,21.459,170.657
220,2,76,1,54.83356396,35.16643604,0,-219530.1785,668910.0142,14240.90534,24.535,171.948
220,2,76,1,174.4278022,275.5721978,0,-227732.2782,654887.0695,10899.44222,24.021,171.647
221,3,76,1,38.65980825,51.34019175,0,-173228.0026,748549.7568,11859.1434,27.456,173.646
221,3,76,1,186.9529575,263.0470425,0,-179710.3072,734526.8121,10928.30647,26.942,173.408
222,4,76,2,58.39249775,31.60750225,0,-149680.0388,777257.1059,8077.39476,28.509,174.51
222,4,76,2,196.3895403,253.6104597,0,-155897.7596,769187.2981,4688.437989,28.213,174.282
223,1,77,1,8.84181456,81.15818544,0,-181952.6554,544429.9215,15061.82999,19.969,173.326
223,1,77,1,145.713123,304.286877,0,-180629.7361,533350.4723,8806.360964,19.563,173.375
224,2,77,2,41.05481377,48.94518623,0,-177653.1677,616529.024,13596.17411,22.614,173.484
224,2,77,2,164.9315118,285.0684882,0,-181952.6554,602142.2765,8905.173155,22.086,173.326
225,3,77,1,39.80557109,50.19442891,0,-145241.6445,728811.8007,7749.247599,26.732,174.673
225,3,77,1,173.990994,276.009006,0,-148052.8481,716244.0672,12637.16899,26.271,174.57
226,4,77,1,37.87498365,52.12501635,0,-120602.2723,802895.2822,7541.800448,29.449,175.576
226,4,77,1,175.0302593,274.9697407,0,-122586.6513,796115.3207,7635.491002,29.201,175.504
227,1,78,1,89.06080905,0.939190946,0,-97748.84119,842748.2265,20177.23023,30.911,176.415
227,1,78,1,332.8188889,117.1811111,0,-114616.0624,850024.2827,13756.1346,31.178,175.796
228,1,79,1,212.855722,237.1442781,0,106631.1683,1423489.961,30236.73827,52.212,-176.089
228,1,79,1,317.8155567,132.1844433,0,107160.336,1450477.515,22852.44992,53.202,-176.069
229,2,79,3,200.6954507,249.3045493,0,99751.98784,864953.4271,25455.11276,31.726,-176.341
229,2,79,3,3.468229259,86.53177074,0,105308.2489,894057.652,17494.5763,32.793,-176.137
230,1,80,1,60.2551187,29.7448813,0,-1338793.78,809169.227,11199.0023,29.679,130.894
230,1,80,1,274.3160275,175.6839725,0,-1351692.243,805795.7828,10547.11889,29.556,130.421
231,2,80,1,24.77514057,65.22485943,0,-1289283.525,833874.7452,8523.594899,30.586,132.71
231,2,80,1,258.6900675,191.3099325,0,-1296724.946,827326.2946,7082.870959,30.345,132.438
232,3,80,1,33.34070735,56.65929265,0,-1170915.319,881400.6215,9026.198101,32.329,137.052
232,3,80,1,263.7965521,186.2034479,0,-1179944.243,876142.0172,9181.908259,32.136,136.721
233,1,81,1,38.51692631,51.48307369,0,-1381303.146,882009.1644,13255.83635,32.351,129.335
233,1,81,1,263.0470425,186.9529575,0,-1392521.502,875024.1504,8742.645173,32.095,128.924
234,2,81,3,48.21548399,41.78451601,0,-1383208.15,886771.6739,13341.74457,32.526,129.265
234,2,81,3,254.8459319,195.1540681,0,-1396860.677,879680.8264,10526.04924,32.266,128.765
235,3,81,1,6.340191746,83.65980825,0,-1321083.859,944980.1236,11500.36213,34.661,131.544
235,3,81,1,228.691386,221.308614,0,-1327539.705,932597.5989,9298.908914,34.207,131.307
236,4,81,2,22.61986495,67.38013505,0,-1325317.201,946885.1275,11006.68868,34.731,131.389
236,4,81,2,236.6114864,213.3885136,0,-1336747.224,931115.9292,11154.27324,34.152,130.97
237,5,81,1,41.46770542,48.53229458,0,-1210805.305,1043722.821,12146.44546,38.283,135.589
237,5,81,1,267.3369992,182.6630008,0,-1222976.163,1038536.977,9111.524532,38.092,135.143
238,6,81,2,47.20259816,42.79740184,0,-1212816.143,1046051.159,7788.658663,38.368,135.515
238,6,81,2,257.7352263,192.2647737,0,-1221494.493,1042029.484,4982.051603,38.221,135.197
239,7,81,3,52.7335981,37.2664019,0,-1212286.975,1051977.838,12234.65076,38.585,135.535
239,7,81,3,252.7585406,197.2414594,0,-1232924.516,1042452.819,19281.46616,38.236,134.778
240,8,81,1,48.48327147,41.51672853,0,-866528.7833,1297194.161,17244.04899,47.58,148.217
240,8,81,1,252.2161116,197.7838884,0,-884520.4859,1286081.639,11781.32254,47.172,147.557
241,1,82,1,346.3286929,103.6713071,0,-1163409.736,1204279.585,5037.526661,44.172,137.327
241,1,82,1,238.2405199,211.7594801,0,-1167775.37,1197135.821,9802.109026,43.91,137.167
242,2,82,2,7.00E-15,90,0,-1165989.429,1202956.666,5423.969181,44.123,137.233
243,3,82,1,0.734521034,89.26547897,0,-1169098.289,1205007.191,10319.61863,44.198,137.119
243,3,82,1,239.0362435,210.9637565,0,-1173926.945,1195879.047,9256.654646,43.864,136.942
244,1,83,1,287.102729,162.897271,0,-1223992.826,1245448.834,5757.967365,45.682,135.105
244,1,83,1,185.128191,264.871809,0,-1221399.904,1239098.821,8288.192433,45.449,135.2
245,1,85,1,19.17900803,70.82099197,0,-1073762.109,1539667.191,9664.557136,56.473,140.616
245,1,85,1,266.6335393,183.3664607,0,-1082096.501,1533515.617,9011.401641,56.248,140.31
246,1,84,1,309.4278022,140.5721978,0,-1225950.747,1460798.049,7707.069503,53.581,135.033
246,1,84,1,213.6900675,236.3099325,0,-1225223.141,1451669.906,10016.69217,53.246,135.06
247,1,86,1,215.217593,234.782407,0,-1310538.208,1931776.066,8809.013651,70.855,131.931
247,1,86,1,77.19573393,12.80426607,0,-1296568.18,1938655.246,14326.28165,71.108,132.443
248,2,86,1,156.5713072,293.4286928,0,-1350225.787,1902566.008,6920.575194,69.784,130.475
248,2,86,1,65.77225468,24.22774532,0,-1345251.611,1909339.354,9284.4434,70.033,130.658
249,3,86,1,173.2110254,276.7889746,0,-1369487.492,1855575.914,8952.792305,68.061,129.769
249,3,86,1,33.99645915,56.00354085,0,-1365042.483,1868170.105,10978.15806,68.522,129.932
250,4,86,2,152.9873347,297.0126653,0,-1393511.707,1712383.127,12116.90101,62.808,128.887
250,4,86,2,19.57312583,70.42687417,0,-1394146.708,1727623.158,10109.18122,63.367,128.864
251,1,87,1,233.8806592,216.1193408,0,-2781908.911,915291.1684,15148.72588,33.572,77.963
251,1,87,1,355.3331416,94.66685837,0,-2775128.949,932489.1195,16259.66863,34.203,78.211
252,1,88,1,211.5042667,238.4957333,0,-3313561.519,943198.1513,9620.088775,34.595,58.462
252,1,88,1,320.3893118,129.6106882,0,-3313958.395,954575.2574,9959.74633,35.013,58.448